Timestamp,Age,Gender,Occupation,Home State,Language,School (If college student),Program enrolled,Factors affecting mental health,Areas of mental health concerns,"Escape Hours: Your Safe Space
A place where little things bring you peace, joy, comfort, helps to recharge, and find happiness.",What's your mental health status?,How would you scale your sensitivity?,"If you鈥檙e not feeling happy, or if you鈥檙e feeling low, what do you think is the biggest key reason behind it?","When you鈥檙e going through tough moments, what kind of comfort or support do you wish for from others?","Have you ever consulted a doctor that you鈥檙e dealing with a mental health issue? If yes, did you take help of medication or professional guidance?",How did you look after yourself and your mental health?,What do you feel now or what's your point of view about life when you have overcome your depressed phase?,If you have faced panic attacks/anxiety attack/other depression symptoms how you have faced it?,Do you find it easy to share your emotions and feelings with others?,If you have used AI platforms to share breakdown moments how did it respond?,"Compared to talking with friends, family, or professionals, how effective do you find AI in providing mental health support?","To what extent do you find AI helpful in managing stress, anxiety, or overall mental health?","If you have experienced bias in AI responses (e.g., stereotypes, insensitive replies based on your gender), please describe it briefly.",What improvement/what way AI should have responded to reach your emotions and thoughts?,Few words you would like to share which might help and encourage others
2025/09/15 6:19:08 pm GMT+5:30,20,Female,Student,West Bengal,Bengali,SCHOOL OF LIBERAL ARTS AND CULTURE STUDIES,B.A SOCIOLOGY,Family;Love/Relationship;Friendship/social circles;Health issues;Physical appearance;Work,Stress;Sleep issues;Anger,"Self care , listening to music and journaling ",6,4,Maybe due to previous incident or stress,"Just be kind,  speaking in low voice ",No,"I prioritized healing through spiritual ways and tried my best to uplift myself from negativity. Only 1 person was with me , my mother.","Life is unpredictable. Anything can happen at any moment. If, today is going tough then something blessed is waiting for you.",I was advised to sleep adequately and stay hydrated.,Maybe,Neutral,Much Less effective,Not very helpful,No I haven't,Sorry can't answer this as I have never seeked emotional help from AI,Always express Gratitude. Be thankful for everything you have in your life.
2025/09/15 7:00:57 pm GMT+5:30,19,Male,Student,West Bengal,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Academic;Love/Relationship;Friendship/social circles;Health issues;Overthinking/isolation/self-worth struggles;Work,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Sleep issues;Loneliness;Low self esteem/motivation;Phobias;Anger;Obsessive compulsive disorder (OCD);Bipolar disorder;Post traumatic stress disorder,Her,1,5,Her absence,Moments with her,No,She helped me and looked after me,Didn't overcome yet,Cried,Maybe,Neutral,Much Less effective,Not at all helpful,I don't like AI,Nothing,An AI can't replace the feelings of a real human being
2025/09/18 9:57:15 pm GMT+5:30,21,Female,Student,West Bengal,Bengali,Others,Others,Academic;Family;Love/Relationship;Friendship/social circles;Health issues;Physical appearance;Financial independence;Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Sleep issues;Loneliness;Low self esteem/motivation;Phobias;Anger,Nature,5,4,"Family issue ,betrayal, lies",To understand me,No,By crying,Karma returns,Heart beat fast,Maybe,Very positively,Somewhat effective,Somewhat helpful,No,More humanly,Be yourself
2025/09/24 11:37:54 pm GMT+5:30,20,Female,Student,Maharashtra,Hindi,Others,BBA,Academic;Family;Friendship/social circles;Health issues;Overthinking/isolation/self-worth struggles,Anxiety / Panic attacks;Stress,"My home, mom and dad and close friends.",8,4,People.,Listening and comforting.,No,Going out for walks.,Not depressed.,Talking to parents.,No,Neutral,Same,Neutral,Haven't experienced any.,N/A,Cherish every day like its your last.
2025/09/24 11:38:02 pm GMT+5:30,19,Female,Student,West Bengal,Bengali,Others,BBA,Work,Stress,Family,8,3,People,Listening to me,No,Spending time with yourself,Not depressed,Not faced yet,No,Neutral,Somewhat effective,Neutral,No,No,Live your life to fullest
2025/09/27 9:27:32 pm GMT+5:30,19,Female,Student,Manipur,Mainpuri,Others,Others,Work,Stress;Sleep issues;Anger,With my cat,8,4,Idk,Just try to change my mind,No,Game,Idk,Sleep,Maybe,Very positively,Somewhat effective,Somewhat helpful,To simple talk with ai,Simple and caring way,Sleep
2025/10/04 11:55:37 pm GMT+5:30,19,Female,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Physically disabled,Facing problems for being physically disabled,Watching people help and motivate others who are physically disabled,2,4,Facing problems while doing any normal work in daily life for being physically disabled and taking so much time and patience while others doing it so quickly and easily,Watching motivation videos and motivate myself everytime,Consulted doctor and took help of medication,I often call my close ones in my home and they help me a lot to do any kind of work,If there are people who have overcome this stress of being physically disabled and achieve whatever they want I can too,I just take deep breath and calm down myself by thinking about my future positively,No,Positively,Somewhat effective,Somewhat helpful,I have not experienced till now,AI should be more aware about the situation I am going through right now and respond accordingly cause sometimes it seems AI has not realized the situation I am going through and give solutions which are not all the time effective,Never think you can't achieve anything and you have the biggest problem in the world literally people out there are facing bigger and bigger problems than you have
2025/10/05 12:03:21 am GMT+5:30,19,Female,Student,Meghalaya,Bengali,SCHOOL OF BASIC AND APPLIED SCIENCES,B.SC FORENSIC SCIENCE,Academic;Family;Societal culture and discrimination;Double standards in freedom;Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Stress;Low self esteem/motivation;Obsessive compulsive disorder (OCD),"Music, painting ",5,2,I don't really know,"There presence, would listen to me",No,Music,I haven't overcomed i do get occassionally depressed,Cried my eyes out and the slept a lot,No,Very positively,Somewhat effective,Somewhat helpful,No i haven't,I am very much satisfied with how they responded,If you are feeling down do share with at least one person
2025/10/05 12:20:38 am GMT+5:30,20,Male,Student,Odisha,Odia,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.SC PSYCHOLOGY,Health issues;Overthinking/isolation/self-worth struggles,Depression;Stress;Self harm tendencies;Low self esteem/motivation,"Music , creativity ",4,3,"Low self esteem, failure due to ADHD, tough time at academic , surrounding comments ",More understanding and patience,Consulted doctor and took help of medication,"Isn't brave enough to look after, took help of music to focus and relax",Didn't overcome yet,Can't describe,Maybe,Neutral,Somewhat effective,Somewhat helpful,Cannot understand emotions the way certain people do,More sensitivity or emotions towards humanity,"Seek happiness in small things, don't have to be understood by everyone"
2025/10/05 8:48:41 am GMT+5:30,20,Female,Student,West Bengal,Bengali,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B. TECH BIOMEDICAL ENGINEERING,Physical appearance,Anxiety / Panic attacks,Close friends,6,4,Judgemental society,motivation of parents,Consulted doctor but didn't take medication help,I try to become more healthy day by day and maintain my healthy life and don't let judgemental people change my mental health,People give opinions may be sometimes it's beyond our expectations or anything positive sometimes so just let not people effect your mental health,I just take deep breath and focus on myself,Maybe,Neutral,Somewhat effective,Somewhat helpful,"Yes, sometimes if it's another gender except female they respond less.",Change biasness especially for different genders.,People have different judgmental mindset. So just focus on yourself.
2025/10/05 9:29:41 am GMT+5:30,21,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Societal culture and discrimination,Low self esteem/motivation,Close ones,1,4,Society judge people for being in a lower class family and give so much priority to rich families,I seek help from close ones to motivate me and give me positive energy,No,Just focus on myself and grow myself with positive mindset people and non judgemental people,People have to depend on each other even they are from lower class family so even if the work is too small you are doing for surviving never let people judge you for this,Just by talking with my parents or siblings or close ones,No,Neutral,Same,Not very helpful,Many AI like siri or alexa specially respond positively when the gender is female otherwise they respond less,Stop gender biasness,Just do whatever you are able to even if it's small and don't let people judge you for being in a lower class family
2025/10/05 10:06:36 am GMT+5:30,20,Female,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Societal culture and discrimination,Stress,Close ones or listening songs,2,4,Especially in job life female members get less salary than male members even if we are in same positions,Nothing I just sit peacefully and calm down myself,No,Listening songs and focus on myself,This societal discrimination is very bad thing people have ever done but still we can't do anything except protest against it,Seek help from parents or friends or siblings,Yes,Positively,Much more effective,Extremely helpful,No I have not felt anything,Understanding the situation more and more and give respond accordingly,Never work for those who gave rewards according to gender just work somewhere where gender equality exists
2025/10/05 11:15:38 am GMT+5:30,18,Female,Student,West Bengal,Bengali,SCHOOL OF LAW AND JUSTICE,B.A.LLB(HONS),Academic,Low self esteem/motivation,Dance,6,3,High expectations,Motivation,No,By motivating,2024,Yes,Maybe,Positively,Somewhat effective,Somewhat helpful,No,Motivated me,Love urself
2025/10/05 11:17:31 am GMT+5:30,21,Male,Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH (COMPUTER SCIENCE ENGINEERING & BUSINESS SYSTEMS),Academic;Love/Relationship,Depression;Stress,Nature and friends,1,1,Stress,Emotional,No,Cartoons,Good,Stress,Yes,Very positively,Much more effective,Extremely helpful,Yes,They should reply on how people engage,Think positive
2025/10/05 11:18:26 am GMT+5:30,19,Male,Nothing,West Bengal,Bengali,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B. TECH BIOTECHNOLOGY,Family;Love/Relationship;Friendship/social circles;Sexuality and identity;Religious and cultural traditions;Negative experiences (bully/harrasment);Overthinking/isolation/self-worth struggles,Depression;Anxiety / Panic attacks;Stress;Loneliness,My friends and gaming,10,4,Overthinking,Mental Support,No,Nothing,Totally Crazy,Never faced,Yes,Neutral,Less effective,Not very helpful,Nothing,Like humans understand,Nothing
2025/10/05 11:19:32 am GMT+5:30,21,Male,engineering,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH MECHANICAL ENGINEERING,Academic;Family;Love/Relationship;Friendship/social circles,Depression;Anxiety / Panic attacks;Stress;Self harm tendencies;Loneliness,"online games, ",5,5,loneliness,speak some one,No,good,become a mingle person,to hear songs,Maybe,Neutral,Same,Neutral,no,no,good
2025/10/05 11:45:21 am GMT+5:30,23,Male,Self-Employed,West Bengal,Bengali,Others,Others,Family;Love/Relationship;Friendship/social circles;Health issues;Negative experiences (bully/harrasment);Overthinking/isolation/self-worth struggles;Work,Depression;Anxiety / Panic attacks;Stress;Sleep issues;Loneliness;Anger;Obsessive compulsive disorder (OCD),My Verandah,6,2,People,I don't wish anything,Consulted doctor but didn't take medication help,I just try to avoid all the things going out there,I can't say really,No one was there when i was suffering,Maybe,Neutral,Much Less effective,Not at all helpful,No i didn't get any negetives,I can't say,Just go with the flow
2025/10/05 11:53:49 am GMT+5:30,21,Male,Student,Jharkhand,Hindi,SCHOOL OF MEDIA AND COMMUNICATION,M.A ENGLISH LANGUAGE & LITERATURE,Academic;Family;Love/Relationship;Friendship/social circles;Health issues;Physical appearance;Financial independence;Overthinking/isolation/self-worth struggles;Work,Depression;Stress;Sleep issues;Loneliness;Low self esteem/motivation;Phobias;Anger,Playing video games,6,2,Overthinking about future or job,"Someone make me understand things, judge what is right or wrong for me , suggest things accordingly.. ",Consulted doctor but didn't take medication help,Finding happiness even in difficult situations,I feel life is made up both happiness and sorrow.. U just have to find little happiness even in difficult situations,"I faced depression two years ago.. Symptoms include I preferred staying in a dark room and hated lights, I cried every day not sure for exactly what reason",Yes,Very positively,Much more effective,Extremely helpful,Yes sometimes AI provide some responses which have more female benefits or advantages,Equality for both men and women,Don't let your depression kill you.. There are soo many things to explore in this world.. Just go ahead and enjoy your one life.
